met,Feature Dataset,Feature Class,SourceAttribute,DestinationAttribute,String Type,Definition,Notes
MTA.bikewaynetworkUPDATE_MO,MTA.Bicycle,MTA.bikewaynetwork,UPDATE_MO,Update Month,,,
MTA.bikewaynetworkCREATED_DATE,MTA.Bicycle,MTA.bikewaynetwork,CREATED_DATE,Do Not Publish,,,
MTA.bikewaynetworkLAST_EDITED_USER,MTA.Bicycle,MTA.bikewaynetwork,LAST_EDITED_USER,Do Not Publish,,,
MTA.bikewaynetworkLAST_EDITED_DATE,MTA.Bicycle,MTA.bikewaynetwork,LAST_EDITED_DATE,Last Edited Date,,,
MTA.bikewaynetworkSHAPE.LEN,MTA.Bicycle,MTA.bikewaynetwork,SHAPE.LEN,Do Not Publish,,,
MTA.bikeparkingOBJECTID,MTA.Bicycle,MTA.bikeparking,OBJECTID,Object ID,,,
MTA.bikeparkingADDRESS,MTA.Bicycle,MTA.bikeparking,ADDRESS,Address,, Address that bike parking directly fronts,
MTA.bikeparkingLOCATION,MTA.Bicycle,MTA.bikeparking,LOCATION,Location,, Business or location name where bike parking fronts,
MTA.bikeparkingSTREET,MTA.Bicycle,MTA.bikeparking,STREET,Street,, Street where bike parking is located (may differ from business address),
MTA.bikeparkingPLACEMENT,MTA.Bicycle,MTA.bikeparking,PLACEMENT,Placement,," Where bike parking is located (SIDEWALK, ROADWAY, PARKLET, GARAGE, PARCEL, GARAGE CAGE)",
MTA.bikeparkingRACKS,MTA.Bicycle,MTA.bikeparking,RACKS,Number of Racks,, Number of racks installed,
MTA.bikeparkingSPACES,MTA.Bicycle,MTA.bikeparking,SPACES,Number of Spaces,, Number of spaces installed,
MTA.bikeparkingMONTH_INST,MTA.Bicycle,MTA.bikeparking,MONTH_INST,Month Installed,, Month Installed,
MTA.bikeparkingYEAR_INST,MTA.Bicycle,MTA.bikeparking,YEAR_INST,Year Installed,, Year installed,
MTA.bikeparkingLATITUDE,MTA.Bicycle,MTA.bikeparking,LATITUDE,Do Not Publish,,,
MTA.bikeparkingLONGITUDE,MTA.Bicycle,MTA.bikeparking,LONGITUDE,Do Not Publish,,,
MTA.bikeparkingSHAPE,MTA.Bicycle,MTA.bikeparking,SHAPE,Do Not Publish,,,
MTA.bikeparkingCREATED_USER,MTA.Bicycle,MTA.bikeparking,CREATED_USER,Do Not Publish,,,
MTA.bikeparkingCREATED_DATE,MTA.Bicycle,MTA.bikeparking,CREATED_DATE,Do Not Publish,,,
MTA.bikeparkingLAST_EDITED_USER,MTA.Bicycle,MTA.bikeparking,LAST_EDITED_USER,Do Not Publish,,,
MTA.bikeparkingLAST_EDITED_DATE,MTA.Bicycle,MTA.bikeparking,LAST_EDITED_DATE,Last Edited Date,,,
MTA.DPH_cyc_hgh_injry_crrdrOBJECTID,MTA.Bicycle,MTA.DPH_cyc_hgh_injry_crrdr,OBJECTID,Object ID,, Unique record identifier,
MTA.DPH_cyc_hgh_injry_crrdrCNN_SGMT_PKEY,MTA.Bicycle,MTA.DPH_cyc_hgh_injry_crrdr,CNN_SGMT_PKEY,,, This attribute is the same as Centerline Network Number Unique ID (CNN) found in other road network feature classes throughout the city,
MTA.DPH_cyc_hgh_injry_crrdrSTREET_NAME,MTA.Bicycle,MTA.DPH_cyc_hgh_injry_crrdr,STREET_NAME,,, Street name excluding prefix and suffix,
MTA.DPH_cyc_hgh_injry_crrdrSTREET_TYPE,MTA.Bicycle,MTA.DPH_cyc_hgh_injry_crrdr,STREET_TYPE,,, Street suffix,
MTA.DPH_cyc_hgh_injry_crrdrSTREET_LAYER,MTA.Bicycle,MTA.DPH_cyc_hgh_injry_crrdr,STREET_LAYER,,, SFDPW street classification,
MTA.DPH_cyc_hgh_injry_crrdrFULL_STREET_NAME,MTA.Bicycle,MTA.DPH_cyc_hgh_injry_crrdr,FULL_STREET_NAME,,, Full street name including suffix,
MTA.DPH_cyc_hgh_injry_crrdrCLASS_CODE,MTA.Bicycle,MTA.DPH_cyc_hgh_injry_crrdr,CLASS_CODE,,, Class code used for symbolizing,
MTA.DPH_cyc_hgh_injry_crrdrGIS_LENGTH_MILES,MTA.Bicycle,MTA.DPH_cyc_hgh_injry_crrdr,GIS_LENGTH_MILES,,, Street length representing duel carriage ways as one street segment instead of two,
MTA.DPH_cyc_hgh_injry_crrdrDUEL_CAR_WAY_YN,MTA.Bicycle,MTA.DPH_cyc_hgh_injry_crrdr,DUEL_CAR_WAY_YN,,, Street is represented as a duel carriage way,
MTA.DPH_cyc_hgh_injry_crrdrDUEL_CAR_WAY_ID,MTA.Bicycle,MTA.DPH_cyc_hgh_injry_crrdr,DUEL_CAR_WAY_ID,,, Unique ID assigned for each side of a duel carriage way,
MTA.DPH_cyc_hgh_injry_crrdrCORRECTED_LENGTH_MILES,MTA.Bicycle,MTA.DPH_cyc_hgh_injry_crrdr,CORRECTED_LENGTH_MILES,,, Street length representing duel carriage ways as one street segment instead of two,
MTA.DPH_cyc_hgh_injry_crrdrF_NODE_CNN_INTRSCTN_FKEY,MTA.Bicycle,MTA.DPH_cyc_hgh_injry_crrdr,F_NODE_CNN_INTRSCTN_FKEY,,, Unique intersection ID at start of street segment,
MTA.DPH_cyc_hgh_injry_crrdrT_NODE_CNN_INTRSCTN_FKEY,MTA.Bicycle,MTA.DPH_cyc_hgh_injry_crrdr,T_NODE_CNN_INTRSCTN_FKEY,,, Unique intersection ID at end of street segment,
MTA.DPH_cyc_hgh_injry_crrdrSHAPE_LENGTH,MTA.Bicycle,MTA.DPH_cyc_hgh_injry_crrdr,SHAPE_LENGTH,Do Not Publish,, Object length created by ArcGIS,
MTA.DPH_cyc_hgh_injry_crrdrSGMT_CYC_HGH_INJRY_CRRDR_PKEY,MTA.Bicycle,MTA.DPH_cyc_hgh_injry_crrdr,SGMT_CYC_HGH_INJRY_CRRDR_PKEY,,, Unique identifier used by TransBASE,
MTA.DPH_cyc_hgh_injry_crrdrCHIC_YN,MTA.Bicycle,MTA.DPH_cyc_hgh_injry_crrdr,CHIC_YN,,,,
MTA.DPH_cyc_hgh_injry_crrdrCHIC_CODE,MTA.Bicycle,MTA.DPH_cyc_hgh_injry_crrdr,CHIC_CODE,,, Unique code created for each cyclist high injury corridor,
MTA.DPH_cyc_hgh_injry_crrdrCHIC_NAME,MTA.Bicycle,MTA.DPH_cyc_hgh_injry_crrdr,CHIC_NAME,,, Name of each cyclist high injury corridor,
MTA.DPH_cyc_hgh_injry_crrdrCROSS_STREET_1,MTA.Bicycle,MTA.DPH_cyc_hgh_injry_crrdr,CROSS_STREET_1,,, Starting cross street for cyclist high injury corridor,
MTA.DPH_cyc_hgh_injry_crrdrCROSS_STREET_2,MTA.Bicycle,MTA.DPH_cyc_hgh_injry_crrdr,CROSS_STREET_2,,, Ending cross street for cyclist high injury corridor,
MTA.DPH_cyc_hgh_injry_crrdrGEOM,MTA.Bicycle,MTA.DPH_cyc_hgh_injry_crrdr,GEOM,,, PostGIS/ArcGIS geometry identifier,
MTA.DPH_cyc_hgh_injry_crrdrCREATED_USER,MTA.Bicycle,MTA.DPH_cyc_hgh_injry_crrdr,CREATED_USER,Do Not Publish,,,
MTA.DPH_cyc_hgh_injry_crrdrCREATED_DATE,MTA.Bicycle,MTA.DPH_cyc_hgh_injry_crrdr,CREATED_DATE,Do Not Publish,,,
MTA.DPH_cyc_hgh_injry_crrdrLAST_EDITED_USER,MTA.Bicycle,MTA.DPH_cyc_hgh_injry_crrdr,LAST_EDITED_USER,Do Not Publish,,,
MTA.DPH_cyc_hgh_injry_crrdrLAST_EDITED_DATE,MTA.Bicycle,MTA.DPH_cyc_hgh_injry_crrdr,LAST_EDITED_DATE,Last Edited Date,,,
MTA.DPH_cyc_hgh_injry_crrdrGEOM.LEN,MTA.Bicycle,MTA.DPH_cyc_hgh_injry_crrdr,GEOM.LEN,,,,
MTA.pco_beatsOBJECTID,MTA.Enforcement,MTA.pco_beats,OBJECTID,Object ID,,,
MTA.pco_beatsBEATNAME,MTA.Enforcement,MTA.pco_beats,BEATNAME,Beat Name,, Unique ID for each beat.,
MTA.pco_beatsSHAPE,MTA.Enforcement,MTA.pco_beats,SHAPE,Do Not Publish,,,
MTA.pco_beatsCREATED_USER,MTA.Enforcement,MTA.pco_beats,CREATED_USER,Do Not Publish,,,
MTA.pco_beatsCREATED_DATE,MTA.Enforcement,MTA.pco_beats,CREATED_DATE,Do Not Publish,,,
MTA.pco_beatsLAST_EDITED_USER,MTA.Enforcement,MTA.pco_beats,LAST_EDITED_USER,Do Not Publish,,,
MTA.pco_beatsLAST_EDITED_DATE,MTA.Enforcement,MTA.pco_beats,LAST_EDITED_DATE,Last Edited Date,,,
MTA.pco_beatsSHAPE.AREA,MTA.Enforcement,MTA.pco_beats,SHAPE.AREA,Do Not Publish,,,
MTA.pco_beatsSHAPE.LEN,MTA.Enforcement,MTA.pco_beats,SHAPE.LEN,Do Not Publish,,,
MTA.transitonlylane_violationsOBJECTID,MTA.Enforcement,MTA.transitonlylane_violations,OBJECTID,Object ID,,,
MTA.transitonlylane_violationsSTATUS,MTA.Enforcement,MTA.transitonlylane_violations,STATUS,Do Not Publish,, geocode matched / unmatched / tied,
MTA.transitonlylane_violationsSCORE,MTA.Enforcement,MTA.transitonlylane_violations,SCORE,Do Not Publish,, geocoded match score (in %),
MTA.transitonlylane_violationsMATCH_TYPE,MTA.Enforcement,MTA.transitonlylane_violations,MATCH_TYPE,Do Not Publish,, geocoded automatic match / manual match,
MTA.transitonlylane_violationsSIDE,MTA.Enforcement,MTA.transitonlylane_violations,SIDE,Do Not Publish,, geocoded side of street,
MTA.transitonlylane_violationsX,MTA.Enforcement,MTA.transitonlylane_violations,X,Do Not Publish,,,
MTA.transitonlylane_violationsY,MTA.Enforcement,MTA.transitonlylane_violations,Y,Do Not Publish,,,
MTA.transitonlylane_violationsMATCH_ADDR,MTA.Enforcement,MTA.transitonlylane_violations,MATCH_ADDR,Do Not Publish,, matched street address,
MTA.transitonlylane_violationsARC_STREET,MTA.Enforcement,MTA.transitonlylane_violations,ARC_STREET,Do Not Publish,, unknown,
MTA.transitonlylane_violationsTICKET_NUM,MTA.Enforcement,MTA.transitonlylane_violations,TICKET_NUM,Ticket Number,, unique citation number,
MTA.transitonlylane_violationsSTATE_PLAT,MTA.Enforcement,MTA.transitonlylane_violations,STATE_PLAT,Do Not Publish,, license plate number,Maybe extract first two digits for State
MTA.transitonlylane_violationsISSUE_DATE,MTA.Enforcement,MTA.transitonlylane_violations,ISSUE_DATE,Citation Issue Date,, citation issue date,
MTA.transitonlylane_violationsMONTH,MTA.Enforcement,MTA.transitonlylane_violations,MONTH,Citation Issue Month,, citation issue month,
MTA.transitonlylane_violationsISSUE_TIME,MTA.Enforcement,MTA.transitonlylane_violations,ISSUE_TIME,Citation Issue Time,, citation issue time,
MTA.transitonlylane_violationsLOCATION,MTA.Enforcement,MTA.transitonlylane_violations,LOCATION,Location,, citation issue location,
MTA.transitonlylane_violationsVIOLATION,MTA.Enforcement,MTA.transitonlylane_violations,VIOLATION,Violation Code,, violation code,
MTA.transitonlylane_violationsVIOLATIO_1,MTA.Enforcement,MTA.transitonlylane_violations,VIOLATIO_1,Violation,,,
MTA.transitonlylane_violationsFINE_AMOUN,MTA.Enforcement,MTA.transitonlylane_violations,FINE_AMOUN,Fine Amount,, fine amount,
MTA.transitonlylane_violationsSTATUS_1,MTA.Enforcement,MTA.transitonlylane_violations,STATUS_1,Citation Status,, citation status,
MTA.transitonlylane_violationsAMOUNT_PAI,MTA.Enforcement,MTA.transitonlylane_violations,AMOUNT_PAI,Amount Paid,, amount paid,
MTA.transitonlylane_violationsAMOUNT_DUE,MTA.Enforcement,MTA.transitonlylane_violations,AMOUNT_DUE,Amount Due,, amount due,
MTA.transitonlylane_violationsSUSPEND_CO,MTA.Enforcement,MTA.transitonlylane_violations,SUSPEND_CO,Suspend Code,, suspend code,
MTA.transitonlylane_violationsSUSPEND_PR,MTA.Enforcement,MTA.transitonlylane_violations,SUSPEND_PR,Suspend Process Date,, suspend process date,
MTA.transitonlylane_violationsSUSPEND_UN,MTA.Enforcement,MTA.transitonlylane_violations,SUSPEND_UN,Suspend Until Date,, suspend until date,
MTA.transitonlylane_violationsDISPOSITIO,MTA.Enforcement,MTA.transitonlylane_violations,DISPOSITIO,Disposition Code,, disposition code,
MTA.transitonlylane_violationsZ,MTA.Enforcement,MTA.transitonlylane_violations,Z,Do Not Publish,,,
MTA.transitonlylane_violationsSHAPE,MTA.Enforcement,MTA.transitonlylane_violations,SHAPE,Do Not Publish,," shape type (e.g., point, polyline, polygon)",
MTA.transitonlylane_violationsCREATED_USER,MTA.Enforcement,MTA.transitonlylane_violations,CREATED_USER,Do Not Publish,,,
MTA.transitonlylane_violationsCREATED_DATE,MTA.Enforcement,MTA.transitonlylane_violations,CREATED_DATE,Do Not Publish,,,
MTA.transitonlylane_violationsLAST_EDITED_USER,MTA.Enforcement,MTA.transitonlylane_violations,LAST_EDITED_USER,Do Not Publish,,,
MTA.transitonlylane_violationsLAST_EDITED_DATE,MTA.Enforcement,MTA.transitonlylane_violations,LAST_EDITED_DATE,Last Edited Date,,,
MTA.saferoutes_schoolsOBJECTID,MTA.Pedestrian,MTA.saferoutes_schools,OBJECTID,Object ID,,,
MTA.saferoutes_schoolsSTREETNAME,MTA.Pedestrian,MTA.saferoutes_schools,STREETNAME,Street Name,, street name,
MTA.saferoutes_schoolsTYPE,MTA.Pedestrian,MTA.saferoutes_schools,TYPE,Street Type,, street type,
MTA.saferoutes_schoolsGRADE,MTA.Pedestrian,MTA.saferoutes_schools,GRADE,Grades,, school grade levels,
MTA.saferoutes_schoolsFORMER_NAM,MTA.Pedestrian,MTA.saferoutes_schools,FORMER_NAM,Former Name,, former school name,
MTA.saferoutes_schoolsSUPDIST,MTA.Pedestrian,MTA.saferoutes_schools,SUPDIST,Supervisor District,, supervisorial district,
MTA.saferoutes_schoolsPUBLIC_,MTA.Pedestrian,MTA.saferoutes_schools,PUBLIC_,Public School,,,
MTA.saferoutes_schoolsGD_FOR_MAP,MTA.Pedestrian,MTA.saferoutes_schools,GD_FOR_MAP,Grade Level Label,, school grade level category for symbology,
MTA.saferoutes_schoolsSCHOOL,MTA.Pedestrian,MTA.saferoutes_schools,SCHOOL,School Name,, school name for labeling,
MTA.saferoutes_schoolsINSTALLED,MTA.Pedestrian,MTA.saferoutes_schools,INSTALLED,Installed,, 0 = 15 mph school zone present,
MTA.saferoutes_schoolsADDRESS_FU,MTA.Pedestrian,MTA.saferoutes_schools,ADDRESS_FU,School Address,, school address,
MTA.saferoutes_schoolsNEIGHBORHO,MTA.Pedestrian,MTA.saferoutes_schools,NEIGHBORHO,Neighborhood,, neighborhood,
MTA.saferoutes_schoolsYR2011_201,MTA.Pedestrian,MTA.saferoutes_schools,YR2011_201,Participant 2011 to 12,,,
MTA.saferoutes_schoolsYR2009_201,MTA.Pedestrian,MTA.saferoutes_schools,YR2009_201,Participant 2009 to 10,,,
MTA.saferoutes_schoolsYR2010_201,MTA.Pedestrian,MTA.saferoutes_schools,YR2010_201,Participant 2010 to 11,,,
MTA.saferoutes_schoolsYR2012_201,MTA.Pedestrian,MTA.saferoutes_schools,YR2012_201,Participant 2012 to 13,,,
MTA.saferoutes_schoolsYR2013_201,MTA.Pedestrian,MTA.saferoutes_schools,YR2013_201,Participant 2013 to 14,,,
MTA.saferoutes_schoolsYR2014_201,MTA.Pedestrian,MTA.saferoutes_schools,YR2014_201,Participant 2014 to 15,,,
MTA.saferoutes_schoolsCREATED_USER,MTA.Pedestrian,MTA.saferoutes_schools,CREATED_USER,Do Not Publish,,,
MTA.saferoutes_schoolsCREATED_DATE,MTA.Pedestrian,MTA.saferoutes_schools,CREATED_DATE,Do Not Publish,,,
MTA.saferoutes_schoolsLAST_EDITED_USER,MTA.Pedestrian,MTA.saferoutes_schools,LAST_EDITED_USER,Do Not Publish,,,
MTA.saferoutes_schoolsLAST_EDITED_DATE,MTA.Pedestrian,MTA.saferoutes_schools,LAST_EDITED_DATE,Last Edited Date,,,
MTA.saferoutes_schoolsFULL_NAME,MTA.Pedestrian,MTA.saferoutes_schools,FULL_NAME,Full Name,,,
MTA.paintedsafetyzonesOBJECTID,MTA.Pedestrian,MTA.paintedsafetyzones,OBJECTID,Object ID,,,
MTA.paintedsafetyzonesNODELAYER,MTA.Pedestrian,MTA.paintedsafetyzones,NODELAYER,Do Not Publish,,,
MTA.paintedsafetyzonesCNN,MTA.Pedestrian,MTA.paintedsafetyzones,CNN,CNN ID,, San Francisco's street centerline network unique ID,
MTA.paintedsafetyzonesLOCATIONS,MTA.Pedestrian,MTA.paintedsafetyzones,LOCATIONS,Intersection,, Intersection,
MTA.paintedsafetyzonesUNITS,MTA.Pedestrian,MTA.paintedsafetyzones,UNITS,Number of Zones,, number of painted safety zones at the intersection,
MTA.paintedsafetyzonesINSTALL_DA,MTA.Pedestrian,MTA.paintedsafetyzones,INSTALL_DA,Install Date,, Install date,
MTA.paintedsafetyzonesPM,MTA.Pedestrian,MTA.paintedsafetyzones,PM,Project Manager,, project manager,
MTA.paintedsafetyzonesSHAPE,MTA.Pedestrian,MTA.paintedsafetyzones,SHAPE,Do Not Publish,,,
MTA.paintedsafetyzonesCREATED_USER,MTA.Pedestrian,MTA.paintedsafetyzones,CREATED_USER,Do Not Publish,, person who created the entry,
MTA.paintedsafetyzonesCREATED_DATE,MTA.Pedestrian,MTA.paintedsafetyzones,CREATED_DATE,Do Not Publish,, date the entry was created,
MTA.paintedsafetyzonesLAST_EDITED_USER,MTA.Pedestrian,MTA.paintedsafetyzones,LAST_EDITED_USER,Do Not Publish,, last person to edit,
MTA.paintedsafetyzonesLAST_EDITED_DATE,MTA.Pedestrian,MTA.paintedsafetyzones,LAST_EDITED_DATE,Last Edited Date,, date last edited,
MTA.crossingguard_intersectionsOBJECTID_1,MTA.Pedestrian,MTA.crossingguard_intersections,OBJECTID_1,Object ID,,,
MTA.crossingguard_intersectionsOBJECTID,MTA.Pedestrian,MTA.crossingguard_intersections,OBJECTID,Do Not Publish,,,
MTA.crossingguard_intersectionsCNN,MTA.Pedestrian,MTA.crossingguard_intersections,CNN,CNN ID,, intersection ID,
MTA.crossingguard_intersectionsSTREET1,MTA.Pedestrian,MTA.crossingguard_intersections,STREET1,Street 1,, cross street,
MTA.crossingguard_intersectionsSTREET2,MTA.Pedestrian,MTA.crossingguard_intersections,STREET2,Street 2,, cross street,
MTA.crossingguard_intersectionsSTREET3,MTA.Pedestrian,MTA.crossingguard_intersections,STREET3,Street 3,, cross street,
MTA.crossingguard_intersectionsSTREET4,MTA.Pedestrian,MTA.crossingguard_intersections,STREET4,Street 4,,,
MTA.crossingguard_intersectionsLAST_NAME,MTA.Pedestrian,MTA.crossingguard_intersections,LAST_NAME,Do Not Publish,,,
MTA.crossingguard_intersectionsFIRST_NAME,MTA.Pedestrian,MTA.crossingguard_intersections,FIRST_NAME,Do Not Publish,,,
MTA.crossingguard_intersectionsPRIMARY_ST,MTA.Pedestrian,MTA.crossingguard_intersections,PRIMARY_ST,Primary Street,, primary street,
MTA.crossingguard_intersectionsSECONDARY,MTA.Pedestrian,MTA.crossingguard_intersections,SECONDARY,Secondary Street,, secondary street,
MTA.crossingguard_intersectionsSCHOOL_NAM,MTA.Pedestrian,MTA.crossingguard_intersections,SCHOOL_NAM,School Name,, name of school that the crossing guard serves,
MTA.crossingguard_intersectionsNUM_GUARDS,MTA.Pedestrian,MTA.crossingguard_intersections,NUM_GUARDS,Number of Guards,, number of guards assigned to this intersection,
MTA.crossingguard_intersectionsSCHOOL,MTA.Pedestrian,MTA.crossingguard_intersections,SCHOOL,School Name Label,, school name used for labeling,
MTA.crossingguard_intersectionsSHAPE,MTA.Pedestrian,MTA.crossingguard_intersections,SHAPE,Do Not Publish,,,
MTA.crossingguard_intersectionsCREATED_USER,MTA.Pedestrian,MTA.crossingguard_intersections,CREATED_USER,Do Not Publish,,,
MTA.crossingguard_intersectionsCREATED_DATE,MTA.Pedestrian,MTA.crossingguard_intersections,CREATED_DATE,Do Not Publish,,,
MTA.crossingguard_intersectionsLAST_EDITED_USER,MTA.Pedestrian,MTA.crossingguard_intersections,LAST_EDITED_USER,Do Not Publish,,,
MTA.crossingguard_intersectionsLAST_EDITED_DATE,MTA.Pedestrian,MTA.crossingguard_intersections,LAST_EDITED_DATE,Last Edited Date,,,
MTA.crossingguard_schoolsOBJECTID,MTA.Pedestrian,MTA.crossingguard_schools,OBJECTID,Object ID,,,
MTA.crossingguard_schoolsSTREETNAME,MTA.Pedestrian,MTA.crossingguard_schools,STREETNAME,Street Name,, street name,
MTA.crossingguard_schoolsTYPE,MTA.Pedestrian,MTA.crossingguard_schools,TYPE,Street Type,, street type,
MTA.crossingguard_schoolsFULLSCHNAM,MTA.Pedestrian,MTA.crossingguard_schools,FULLSCHNAM,School Name,, school name,
MTA.crossingguard_schoolsGRADE,MTA.Pedestrian,MTA.crossingguard_schools,GRADE,Grade Levels,, grade levels of the school,
MTA.crossingguard_schoolsFORMER_NAM,MTA.Pedestrian,MTA.crossingguard_schools,FORMER_NAM,Former School Name,, former school name,
MTA.crossingguard_schoolsSUPDIST,MTA.Pedestrian,MTA.crossingguard_schools,SUPDIST,Supervisor District,, supervisorial district,
MTA.crossingguard_schoolsPUBLIC_,MTA.Pedestrian,MTA.crossingguard_schools,PUBLIC_,Public School,,,
MTA.crossingguard_schoolsGD_FOR_MAP,MTA.Pedestrian,MTA.crossingguard_schools,GD_FOR_MAP,Grade Level Label,, grade level of the school into categories used for symbolizing,
MTA.crossingguard_schoolsTWO_OR_MOR,MTA.Pedestrian,MTA.crossingguard_schools,TWO_OR_MOR,Do Not Publish,,,
MTA.crossingguard_schoolsX,MTA.Pedestrian,MTA.crossingguard_schools,X,Do Not Publish,,,
MTA.crossingguard_schoolsY,MTA.Pedestrian,MTA.crossingguard_schools,Y,Do Not Publish,,,
MTA.crossingguard_schoolsLABEL_NAM,MTA.Pedestrian,MTA.crossingguard_schools,LABEL_NAM,School Name Label,, school name used for labeling,
MTA.crossingguard_schoolsCREATED_USER,MTA.Pedestrian,MTA.crossingguard_schools,CREATED_USER,Do Not Publish,,,
MTA.crossingguard_schoolsCREATED_DATE,MTA.Pedestrian,MTA.crossingguard_schools,CREATED_DATE,Do Not Publish,,,
MTA.crossingguard_schoolsLAST_EDITED_USER,MTA.Pedestrian,MTA.crossingguard_schools,LAST_EDITED_USER,Do Not Publish,,,
MTA.crossingguard_schoolsLAST_EDITED_DATE,MTA.Pedestrian,MTA.crossingguard_schools,LAST_EDITED_DATE,Last Edited Date,,,
MTA.pedvolumemodelOBJECTID,MTA.Pedestrian,MTA.pedvolumemodel,OBJECTID,Object ID,,,
MTA.pedvolumemodelCNN,MTA.Pedestrian,MTA.pedvolumemodel,CNN,Do Not Publish,, San Francisco's street centerline network unique ID,
MTA.pedvolumemodelST_NAME1,MTA.Pedestrian,MTA.pedvolumemodel,ST_NAME1,Street Name,,,
MTA.pedvolumemodelST_TYPE1,MTA.Pedestrian,MTA.pedvolumemodel,ST_TYPE1,Street Type,, Type of street,
MTA.pedvolumemodelCNNTEXT,MTA.Pedestrian,MTA.pedvolumemodel,CNNTEXT,CNN ID,,,
MTA.pedvolumemodelST_NAME2,MTA.Pedestrian,MTA.pedvolumemodel,ST_NAME2,Street Name 2,, Name of cross street,
MTA.pedvolumemodelST_TYPE2,MTA.Pedestrian,MTA.pedvolumemodel,ST_TYPE2,Street Type 2,, Type of street,
MTA.pedvolumemodelST_NAME3,MTA.Pedestrian,MTA.pedvolumemodel,ST_NAME3,Street Name 3,, Name of cross street,
MTA.pedvolumemodelST_TYPE3,MTA.Pedestrian,MTA.pedvolumemodel,ST_TYPE3,Street Type 3,, Type of street,
MTA.pedvolumemodelST_NAME4,MTA.Pedestrian,MTA.pedvolumemodel,ST_NAME4,Street Name 4,, Name of cross street,
MTA.pedvolumemodelST_TYPE4,MTA.Pedestrian,MTA.pedvolumemodel,ST_TYPE4,Street Type 4,, Type of street,
MTA.pedvolumemodelTOTEMP2,MTA.Pedestrian,MTA.pedvolumemodel,TOTEMP2,Total Proximate Jobs,, Total number of jobs within 0.25 miles of the intersection in 2010. Data calculated by SFCTA from SFCTA traffic analysis zones. These data are produced by the SF Planning Department by allocating ABAG county‐level land use figures to the SFCTA's 981 transportation analysis zones within San Francisco,
MTA.pedvolumemodelUNIVPROX,MTA.Pedestrian,MTA.pedvolumemodel,UNIVPROX,University Proximity,," Intersection is located within 0.25 miles of one the five major university campuses in the city (USF Lone Mountain, UCSF Parnassus, UCSF Mission Bay, City College Ingleside, SFSU Park Merced). Other schools are not included, since they are either smaller, more spread out, or different in character (e.g., serve adult/commuter students at night). (1- yes, 0- no)",
MTA.pedvolumemodelSIGNALIZED,MTA.Pedestrian,MTA.pedvolumemodel,SIGNALIZED,Signalized Intersection,," Intersection is controlled by a traffic signal. (1 = yes, 0 = no)",
MTA.pedvolumemodelPKGMETERS,MTA.Pedestrian,MTA.pedvolumemodel,PKGMETERS,Parking Meters,,,
MTA.pedvolumemodelMAXPCTSLPE,MTA.Pedestrian,MTA.pedvolumemodel,MAXPCTSLPE,Max Percent Slope,,,
MTA.pedvolumemodelMODEL6_VOL,MTA.Pedestrian,MTA.pedvolumemodel,MODEL6_VOL,Annual Pedestrian Volume,,,
MTA.pedvolumemodelHH_PEDMODE,MTA.Pedestrian,MTA.pedvolumemodel,HH_PEDMODE,HH_PEDMODE,, Unknown,
MTA.pedvolumemodelPCOL_04_09,MTA.Pedestrian,MTA.pedvolumemodel,PCOL_04_09,PCOL_04_09,,,
MTA.pedvolumemodelPCOL_RATE,MTA.Pedestrian,MTA.pedvolumemodel,PCOL_RATE,PCOL_RATE,, Unknown,
MTA.pedvolumemodelSHAPE,MTA.Pedestrian,MTA.pedvolumemodel,SHAPE,Do Not Publish,,,
MTA.pedvolumemodelCREATED_USER,MTA.Pedestrian,MTA.pedvolumemodel,CREATED_USER,Do Not Publish,,,
MTA.pedvolumemodelCREATED_DATE,MTA.Pedestrian,MTA.pedvolumemodel,CREATED_DATE,Do Not Publish,,,
MTA.pedvolumemodelLAST_EDITED_USER,MTA.Pedestrian,MTA.pedvolumemodel,LAST_EDITED_USER,Do Not Publish,,,
MTA.pedvolumemodelLAST_EDITED_DATE,MTA.Pedestrian,MTA.pedvolumemodel,LAST_EDITED_DATE,Last Edited Date,,,
MTA.WalkFirst_intersectionsOBJECTID_1,MTA.Pedestrian,MTA.WalkFirst_intersections,OBJECTID_1,Object ID,,,
MTA.WalkFirst_intersectionsCNN,MTA.Pedestrian,MTA.WalkFirst_intersections,CNN,CNN ID,,,
MTA.WalkFirst_intersectionsSTREET1,MTA.Pedestrian,MTA.WalkFirst_intersections,STREET1,Street 1,,,
MTA.WalkFirst_intersectionsSTREET2,MTA.Pedestrian,MTA.WalkFirst_intersections,STREET2,Street 2,,Cross street,
MTA.WalkFirst_intersectionsSTREET3,MTA.Pedestrian,MTA.WalkFirst_intersections,STREET3,Street 3,,cross street,
MTA.WalkFirst_intersectionsSTREET4,MTA.Pedestrian,MTA.WalkFirst_intersections,STREET4,Street 4,, cross street,
MTA.WalkFirst_intersectionsWET_ID,MTA.Pedestrian,MTA.WalkFirst_intersections,WET_ID,WET ID,, ID for the WalkFirst Element Tracking System,
MTA.WalkFirst_intersectionsRANK,MTA.Pedestrian,MTA.WalkFirst_intersections,RANK,Rank,, rank assigned by the WalkFirst Investment Strategy,
MTA.WalkFirst_intersectionsPRIMARY,MTA.Pedestrian,MTA.WalkFirst_intersections,PRIMARY,Primary Street,, primary street,
MTA.WalkFirst_intersectionsSECONDARY,MTA.Pedestrian,MTA.WalkFirst_intersections,SECONDARY,Secondary Street,, secondary street,
